OBJECTID,AREA_NAME,HOOD_ID,POPN_PROJ_2022,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,Shape__Area,Shape__Length
92,Woodbine Corridor,64,13232,91,75,84,80,96,102,71,78,110,724.58,591.8561,654.7155,617.3792,732.6566,771.0916,536.3753,591.7609,831.318,7,10,10,5,12,8,11,13,19,55.73692,78.91414,77.94232,38.5862,91.58208,60.47778,83.1004,98.62681,98.62681,5,14,30,18,21,24,32,19,14,39.81209,110.4798,233.827,138.9103,160.2686,181.4333,241.7466,144.1469,144.1469,32,25,52,30,24,33,34,31,24,254.7974,197.2854,405.3001,231.5172,183.1642,249.4708,256.8558,235.187,181.3785,0,3,0,0,0,0,1,1,1,0,24,0,0,0,0,7.554582,7.586678,7.557436,13,16,9,19,27,12,6,8,8,103.5114,70.14809,146.6276,206.0597,90.71666,45.32749,60.69342,60.45949,126.2626,0,2,1,0,0,2,0,0,1,0,15.78283,7.794232,0,0,15.11944,0,0,7.557436,41,38,29,39,80,68,54,34,41,326.4591,299.8737,226.0327,300.9724,610.5472,514.0611,407.9474,257.9471,309.8549,2,3,6,3,7,3,4,2,5,15.92484,23.67424,46.76539,23.15172,53.42288,22.67916,30.21833,15.17336,37.78718,1595664.35424805,5428.0214391352
93,The Beaches,63,22880,88,110,84,113,100,84,87,91,120,399.9637,500.1591,380.8315,506.8401,442.8306,368.2111,380.8607,399.5258,524.4755,8,24,7,11,32,21,24,30,54,36.36033,109.1256,31.73596,49.33842,141.7058,92.05278,105.065,131.7118,131.7118,53,18,89,31,37,37,47,21,21,240.8872,81.84422,403.5,139.0446,163.8473,162.1882,205.7523,92.19827,92.19827,45,42,77,34,43,58,64,39,44,204.5269,190.9698,349.0955,152.5006,190.4171,254.241,280.1734,171.2254,192.3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,16,48,11,16,7,17,20,77.2657,72.53933,215.2949,48.71136,70.13545,30.64396,74.6367,87.41259,63.65662,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8.766932,0,0,0,69,98,65,62,99,54,61,48,69,313.6078,445.5963,294.691,278.0893,438.4023,236.7071,267.0402,210.7389,301.5734,8,5,3,7,5,9,10,8,8,36.36033,22.73451,13.60112,31.39717,22.14153,39.45119,43.77709,35.12315,34.96503,3595720.49707031,11297.1745503364
94,East End-Danforth,62,22771,177,190,167,172,182,183,144,183,216,821.0028,880.7714,771.1489,784.421,817.5734,811.8539,636.0424,809.0901,948.575,20,14,23,25,32,20,28,39,42,92.76868,64.89894,106.2061,114.0147,143.7492,88.72721,123.6749,172.429,172.429,40,46,51,38,45,31,49,42,45,185.5374,213.2394,235.5005,173.3023,202.1472,137.5272,216.4311,185.6928,185.6928,80,90,77,63,79,62,61,67,69,371.0747,417.2075,355.5597,287.317,354.8807,275.0544,269.4346,296.2242,303.017,3,0,0,0,1,0,0,2,0,13.91530219,0,0,0,4.492161,0,0,8.842515,0,34,33,42,42,32,27,26,28,23,157.7068,193.9416,191.5447,143.7492,119.7817,114.841,123.7952,101.0057,152.9761,1,0,2,2,2,2,2,2,2,4.638434,0,9.235316,9.121175,8.984323,8.872721,8.833922,8.842515,8.783101,78,115,78,66,96,67,110,83,78,361.7979,533.0984,360.1773,300.9988,431.2475,297.2361,485.8657,366.9644,342.541,4,9,11,9,8,9,5,8,12,18.55374,41.72075,50.79424,41.04529,35.93729,39.92724,22.08481,35.37006,52.69861,2638981.39086914,7373.07211501126
95,Taylor-Massey,61,16161,119,95,97,100,123,115,112,116,115,739.406,591.9372,604.5874,619.8475,756.132,703.8375,686.9059,717.6442,711.5896,12,9,6,5,12,11,14,20,16,74.56195,56.07826,37.39716,30.99238,73.76898,67.32358,85.86324,123.7318,123.7318,9,8,9,5,17,4,17,17,11,55.92146,49.84734,56.09574,30.99238,104.5061,24.4813,104.2625,105.172,105.172,32,71,42,27,41,63,31,16,25,198.8319,442.3952,261.7801,167.3588,252.044,385.5805,190.1257,98.9854,154.6934,0,1,1,1,0,1,0,0,1,0,6,6,6,0,6.120326,0,0,6.187736,25,41,17,18,18,13,27,10,10,155.3374,105.9586,111.5726,110.6535,79.56423,165.5934,61.86588,61.87736,255.4676,2,0,2,2,1,2,3,2,3,12.42699,0,12.46572,12.39695,6.147415,12.24065,18.39926,12.37317,18.56321,30,47,35,38,30,47,56,54,30,186.4049,292.8531,218.1501,235.5421,184.4225,287.6553,343.4529,334.0757,185.6321,4,3,5,2,4,3,8,10,4,24.85398,18.69275,31.1643,12.39695,24.58966,18.36098,49.0647,61.86588,24.75094,1062886.51416016,5941.40030708724
96,Woodbine-Lumsden,60,8141,51,41,36,34,41,35,31,33,42,626.7666,506.1104,444.4445,417.434,499.5127,424.6027,377.2207,404.8583,515.9072,2,6,2,1,2,8,4,9,22,24.57908,74.06493,24.69136,12.27747,24.36647,97.05205,48.67365,110.4159,110.4159,5,3,7,2,6,8,7,3,1,61.44771,37.03247,86.41975,24.55494,73.09942,97.05205,85.17888,36.8053,36.8053,36,18,14,10,14,10,12,11,6,442.4235,222.1948,172.8395,122.7747,170.5653,121.3151,146.0209,134.9528,73.70102,0,1,0,1,0,1,0,0,0,0,12,0,12,0,12.13151,0,0,0,5,7,3,6,6,3,6,2,5,61.44771,37.03704,73.66483,73.09942,36.39452,73.01047,24.53687,61.41751,86.40909,0,0,1,1,1,0,0,0,0,0,0,12.34568,12.27747,12.18324,0,0,0,0,49,35,36,17,34,35,38,32,49,602.1876,432.0454,444.4445,208.717,414.23,424.6027,462.3996,392.5899,601.8917,2,3,6,0,3,5,1,0,1,24.57908,37.03247,74.07407,0,36.54971,60.65753,12.16841,0,12.2835,1196277.16210938,4871.17839609936
97,Danforth East York,59,17818,75,56,50,82,84,88,59,61,70,428.4735,319.6165,284.2686,463.303,470.3774,489.6233,329.0758,342.5811,392.8611,6,10,12,9,14,9,16,16,51,34.27788,57.07437,68.22446,50.85033,78.39624,50.07511,89.2409,89.85735,89.85735,5,4,21,9,9,12,21,22,13,28.5649,22.82975,119.3928,50.85033,50.39758,66.76682,117.1287,123.5539,123.5539,31,24,42,25,18,24,33,23,27,177.1024,136.9785,238.7856,141.2509,100.7952,133.5336,184.0593,129.1699,151.5322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.577556,0,0,4,10,6,10,11,11,9,6,5,22.85192,34.11223,56.50037,61.59704,61.20292,50.198,33.69651,28.06151,57.07437,0,0,0,1,1,1,0,1,0,0,0,0,5.650037,5.599731,5.563901,0,5.616085,0,60,66,43,19,38,83,59,58,60,342.7788,376.6908,244.471,107.3507,212.7898,461.8038,329.0758,325.7329,336.7381,1,3,4,0,3,8,5,4,3,5.71298,17.12231,22.74149,0,16.79919,44.51121,27.88778,22.46434,16.83691,2188610.37744141,7623.95261400139
98,Old East York,58,9522,47,50,40,40,58,45,28,35,65,495.5192,528.5971,422.119,419.5511,604.6075,466.5146,291.4542,367.3769,682.6297,3,5,6,0,9,4,8,19,22,31.62889,52.85971,63.31786,0,93.81841,41.46796,83.27261,199.4332,199.4332,4,2,1,5,3,0,8,4,7,42.17185,21.14388,10.55298,52.44389,31.2728,0,83.27261,41.98594,41.98594,21,11,26,17,28,13,15,6,22,221.4022,116.2914,274.3774,178.3092,291.8795,134.7709,156.1362,62.9789,231.0439,0,0,1,0,1,0,0,0,0,0,0,11,0,10.42427,0,0,0,0,17,4,8,4,6,9,5,7,7,179.2304,84.42381,41.95511,62.5456,93.30293,52.04538,73.47539,73.51397,42.28777,0,1,1,1,1,0,1,0,2,0,10.57194,10.55298,10.48878,10.42427,0,10.40908,0,21.00399,35,32,17,21,20,36,28,21,35,369.0037,338.3022,179.4006,220.2643,208.4854,373.2117,291.4542,220.4262,367.5698,4,3,2,2,0,3,4,5,1,42.17185,31.71583,21.10595,20.97755,0,31.10098,41.63631,52.48242,10.502,2349869.44335938,7485.02164110604
99,Runnymede-Bloor West Village,89,10725,27,39,37,32,31,43,32,25,42,259.8402,374.1007,352.2468,302.3146,289.8009,398.8868,297.0665,233.7104,391.6084,15,12,9,20,26,29,17,20,29,144.3557,115.1079,85.68165,188.9466,243.0588,269.0167,157.8166,186.9683,186.9683,21,19,15,21,5,8,8,7,5,202.098,182.2542,142.8027,198.394,46.74208,74.2115,74.26662,65.43891,65.43891,21,25,22,19,22,27,29,12,22,202.098,239.8082,209.444,179.4993,205.6651,250.4638,269.2165,112.181,205.1282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.324009,12,19,14,14,19,20,7,5,13,115.4846,133.2826,132.2626,177.6199,185.5288,64.98329,46.74208,121.2121,182.2542,0,1,0,0,0,0,0,0,0,0,9.592326,0,0,0,0,0,0,0,32,29,18,21,20,35,15,24,32,307.9588,278.1775,171.3633,198.394,186.9683,324.6753,139.2499,224.362,298.3683,1,1,1,0,2,2,3,8,0,9.623713,9.592326,9.520183,0,18.69683,18.55288,27.84998,74.78732,0,1593616.27441406,6747.78819799038
100,High Park North,88,24162,80,91,90,105,103,91,89,95,130,357.2386,405.0024,398.1068,457.1777,440.6606,383.6425,372.4629,397.0576,538.0349,8,14,7,9,20,25,18,22,36,35.72385,62.30807,30.96386,39.18666,85.56516,105.3963,75.32957,91.95018,91.95018,32,36,46,60,53,50,58,29,33,142.8954,160.2207,203.4768,261.2444,226.7477,210.7926,242.7286,121.2071,121.2071,17,70,28,54,62,68,32,38,32,75.91319,311.5403,123.8554,235.1199,265.252,286.6779,133.9192,158.823,132.4394,1,0,0,0,0,0,0,0,1,4.465481825,0,0,0,0,0,0,0,4.13873,15,23,28,35,25,11,17,10,14,66.98223,123.8554,152.3926,106.9564,46.37437,71.14459,41.79554,57.94222,102.3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,18,42,29,45,46,27,35,156.2919,93.4621,79.62135,182.8711,124.0695,189.7133,192.5089,112.8479,144.8556,5,2,2,2,4,5,4,5,6,22.32741,8.901153,8.846817,8.708146,17.11303,21.07926,16.7399,20.89777,24.83238,1882260.84082031,6319.69547528048
101,High Park-Swansea,87,25752,88,123,97,97,84,103,78,87,101,375.4426,517.459,401.3572,395.4019,336.4037,406.4078,305.8464,340.7755,392.2025,19,16,12,14,21,29,42,26,74,81.06148,67.31174,49.65243,57.06832,84.10092,114.4255,164.6865,101.841,101.841,19,22,57,33,46,35,20,31,16,81.06148,92.55364,235.8491,134.5182,184.2211,138.0997,78.42215,121.4258,121.4258,46,50,32,40,45,54,50,29,50,196.2541,210.3492,132.4065,163.0523,180.2163,213.0682,196.0554,113.5919,194.1597,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.945707,0,0,3.883193,25,41,18,27,13,26,10,12,13,106.6598,74.47865,110.0603,52.06247,102.5884,39.21107,47.00352,50.48152,172.4863,0,1,4,3,2,3,2,2,3,0,4.206984,16.55081,12.22893,8.009611,11.83712,7.842215,7.833921,11.64958,54,71,51,57,27,58,50,33,54,230.3853,298.6958,211.0228,232.3496,108.1298,228.851,196.0554,129.2597,209.6924,8,5,5,10,3,13,8,4,5,34.13115,21.03492,20.68851,40.76308,12.01442,51.29419,31.36886,15.66784,19.41597,5357614.61938477,10600.0012023662
102,Roncesvalles,86,15877,78,117,119,112,85,112,111,90,99,502.4478,758.0666,772.6771,720.7207,539.6483,706.0455,698.9924,568.5408,623.5435,12,6,12,20,22,14,15,18,22,77.29967,38.87521,77.91702,128.7001,139.6737,88.25569,94.45844,113.7082,113.7082,26,42,28,72,68,54,45,24,21,167.4826,272.1265,181.8064,463.3205,431.7186,340.4148,283.3753,151.6109,151.6109,38,36,42,48,75,95,67,67,53,244.7823,233.2513,272.7096,308.8803,476.1602,598.8779,421.9144,423.247,333.8162,0,0,0,0,2,1,0,0,0,0,0,0,0,12.69761,6.303978,0,0,0,24,20,30,25,22,25,22,12,17,154.5993,194.7925,160.8752,139.6737,157.5994,138.539,75.80544,107.0731,129.584,0,0,4,6,2,5,1,3,0,0,0,25.97234,38.61004,12.69761,31.51989,6.297229,18.95136,0,23,28,34,59,55,45,51,41,23,148.1577,181.4176,220.7649,379.6654,349.1842,283.679,321.1587,259.0019,144.8636,2,2,3,12,5,10,4,8,8,12.88328,12.9584,19.47925,77.22008,31.74402,63.03978,25.18892,50.53696,50.38735,1504504.50219727,6163.74120364781
103,South Parkdale,85,22841,205,227,237,235,220,256,251,274,275,958.0334,1059.411,1102.12,1077.734,992.0187,1138.587,1108.951,1209.126,1203.975,13,20,23,19,17,22,17,17,33,60.75334,93.34018,106.9568,87.13598,76.656,97.84736,75.10825,75.01875,75.01875,26,24,31,46,44,78,50,32,29,121.5067,112.0082,144.1592,210.9608,198.4037,346.9134,220.9066,141.2118,141.2118,45,51,71,58,78,89,89,63,61,210.3,238.0175,330.1711,265.994,351.7157,395.837,393.2137,278.0107,267.0636,0,0,1,0,0,1,0,0,1,0,0,5,0,0,4.447607,0,0,4.378092,24,39,41,31,37,34,19,20,9,112.16,190.6622,142.1692,166.8395,151.2186,83.94451,88.25735,39.40283,182.0134,0,1,7,6,6,2,4,4,3,0,4.667009,32.55208,27.51662,27.05506,8.895214,17.67253,17.65147,13.13428,79,43,49,86,44,55,41,52,79,369.1934,200.6814,227.8646,394.4049,198.4037,244.6184,181.1434,229.4691,345.8693,5,4,9,11,9,24,13,6,10,23.36667,18.66804,41.85268,50.44714,40.58258,106.7426,57.43571,26.47721,43.78092,2287026.28100586,10818.6013218911
104,Little Portugal,84,17175,82,80,110,93,87,88,84,107,113,571.0306,531.8795,698.6788,580.2708,530.4231,526.8199,497.7188,630.7847,657.933,11,14,12,18,12,11,28,7,25,76.60167,93.07892,76.21951,112.3105,73.16181,65.85249,165.9063,41.26628,41.26628,39,40,41,81,56,64,74,42,19,271.5877,265.9398,260.4167,505.3972,341.4218,383.1418,438.4666,247.5977,247.5977,41,39,40,40,56,58,54,40,32,285.5153,259.2913,254.065,249.5788,341.4218,347.2222,319.9621,235.8073,186.3173,1,2,1,0,1,0,0,0,0,6.963788301,13,6,0,6.096817,0,0,0,0,11,7,9,13,12,10,9,10,14,76.60167,57.16463,81.11312,73.16181,59.8659,53.32701,58.95184,81.51382,46.53946,0,1,0,0,1,1,0,1,0,0,6.648494,0,0,6.096817,5.98659,0,5.895184,0,25,32,31,44,31,41,43,26,25,174.0947,212.7518,196.9004,274.5367,189.0013,245.4502,254.7846,153.2748,145.5604,5,1,4,2,11,9,6,7,4,34.81894,6.648494,25.4065,12.47894,67.06499,53.87931,35.55134,41.26628,23.28967,1216333.32055664,5440.80919133195
105,Dufferin Grove,83,12621,94,91,95,85,118,91,86,89,86,775.9617,750.1443,780.0312,690.72,945.2856,722.7385,682.3231,708.035,681.404,12,7,8,11,17,6,18,20,10,99.05894,57.7034,65.68684,89.38729,136.1852,47.65308,142.8118,159.109,159.109,26,40,45,45,30,45,37,28,37,214.6277,329.7337,369.4885,365.6753,240.3268,357.3981,293.5576,222.7526,222.7526,28,34,27,25,46,44,56,29,27,231.1375,280.2737,221.6931,203.1529,368.5012,349.456,444.3034,230.708,213.9292,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,7.933989,0,0,33,34,21,13,26,32,20,4,20,272.4121,172.4279,105.6395,208.2833,254.1498,158.6798,31.8218,158.466,280.2737,0,0,1,2,2,0,3,2,2,0,0,8.210855,16.25224,16.02179,0,23.80197,15.9109,15.84661,54,30,38,34,48,45,47,24,54,445.7652,247.3003,312.0125,276.288,384.5229,357.3981,372.8975,190.9308,427.8583,8,5,3,3,9,8,4,3,6,66.03929,41.21672,24.63256,24.37835,72.09805,63.53745,31.73596,23.86635,47.53981,1387929.2487793,5148.23682934894
106,Trinity-Bellwoods,81,17578,120,112,137,128,123,114,103,127,136,701.6313,660.3384,811.7075,750.1172,710.7772,651.6147,587.2627,726.0877,773.6944,13,16,23,23,20,23,15,19,30,76.01006,94.33406,136.2721,134.7867,115.5735,131.4661,85.52369,108.6273,108.6273,38,42,69,60,66,59,80,39,31,222.1832,247.6269,408.8162,351.6174,381.3927,337.2392,456.1263,222.9718,222.9718,68,56,46,69,63,110,86,49,69,397.5911,330.1692,272.5441,404.36,364.0566,628.7511,490.3358,280.1441,392.5361,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,5.70158,0,0,26,15,17,20,15,22,21,19,30,152.0201,100.7228,117.2058,86.68015,125.7502,119.7332,108.6273,170.6679,88.43818,0,3,2,1,1,0,2,2,1,0,17.68764,11.84974,5.860291,5.778677,0,11.40316,11.43445,5.68893,97,66,63,67,66,57,30,28,97,567.152,389.128,373.267,392.6395,381.3927,325.8074,171.0474,160.0823,551.8262,9,6,2,6,8,3,8,8,10,52.62235,35.37527,11.84974,35.16174,46.22941,17.14776,45.61264,45.73781,56.88929,1729614.9519043,5343.06066245195
107,Don Valley Village,47,29079,112,137,135,128,123,149,99,120,117,404.1862,495.2822,487.9812,456.7188,432.2463,517.433,342.4776,415.5844,402.3522,50,28,28,29,26,21,36,34,69,180.4403,101.2256,101.2109,103.4753,91.36913,72.9268,124.5373,117.7489,117.7489,7,7,2,4,9,4,6,17,4,25.26164,25.30639,7.229351,14.27246,31.62778,13.89082,20.75622,58.87446,58.87446,80,47,66,32,58,34,30,31,31,288.7044,169.9143,238.5686,114.1797,203.8234,118.072,103.7811,107.3593,106.6061,2,0,0,0,0,0,2,0,0,7.217610971,0,0,0,0,0,6.918739,0,0,46,33,25,19,36,34,23,18,29,166.0051,90.36689,67.79419,126.5111,118.072,79.56551,62.33766,99.72832,119.3015,1,2,1,0,2,3,0,2,2,3.608805,7.230397,3.614676,0,7.028395,10.41811,0,6.926407,6.877816,77,102,54,36,50,69,55,63,77,277.878,368.7502,195.1925,128.4521,175.7099,239.6166,190.2653,218.1818,264.7959,8,6,8,10,11,14,6,11,11,28.87044,21.69119,28.9174,35.68115,38.65617,48.61786,20.75622,38.09524,37.82799,4212455.27392578,8326.57890429457
108,Pleasant View,46,16612,32,42,52,44,39,44,40,26,32,193.9511,256.6923,319.5674,268.4073,235.3083,263.7415,239.9232,156.8344,192.6318,11,6,7,17,13,24,28,14,26,66.67071,36.67033,43.01868,103.7028,78.4361,143.859,167.9463,84.44927,84.44927,1,0,2,2,1,3,6,8,2,6.060973,0,12.29105,12.20033,6.033546,17.98238,35.98848,48.25673,48.25673,18,18,32,11,33,12,19,17,15,109.0975,110.011,196.6568,67.10181,199.107,71.92951,113.9635,102.5455,90.29617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,13,5,9,14,10,8,9,36.36584,79.89184,30.50082,54.30192,83.91776,59.9808,48.25673,54.1777,97.78756,0,1,1,0,1,0,0,0,0,0,6.111722,6.145526,0,6.033546,0,0,0,0,33,46,13,26,29,46,47,73,33,200.0121,281.1392,79.89184,158.6043,174.9729,275.7298,281.9098,440.3426,198.6516,2,5,3,5,5,4,6,6,4,12.12195,30.55861,18.43658,30.50082,30.16773,23.9765,35.98848,36.19254,24.07898,2967457.80053711,7944.79978750859
109,Flemingdon Park,44,23195,131,150,159,127,148,153,132,148,143,578.2643,663.5994,703.2598,556.6513,641.7762,658.5744,567.6443,640.0276,616.5122,8,7,5,12,8,9,18,17,21,35.31385,30.96797,22.11509,52.59698,34.6906,38.73967,77.40604,73.51669,73.51669,13,10,4,5,2,7,4,5,4,57.38501,44.23996,17.69207,21.91541,8.67265,30.13085,17.20134,21.62256,21.62256,50,20,14,12,14,16,12,10,22,220.7116,88.47991,61.92225,52.59698,60.70856,68.87052,51.60403,43.24511,94.84803,1,0,0,0,0,0,0,1,0,4.414231482,0,0,0,0,0,0,4.324512,0,27,20,25,20,16,13,5,4,13,119.1842,110.5754,87.66163,69.3812,55.9573,21.50168,17.29805,56.04656,88.47991,6,5,8,5,6,9,14,8,1,26.48539,22.11998,35.38414,21.91541,26.01795,38.73967,60.2047,34.59609,4.311274,112,16,47,16,25,17,29,35,112,494.3939,70.78394,207.8818,70.1293,108.4081,73.17493,124.7097,151.3579,482.8627,9,3,3,4,1,3,3,2,1,39.72808,13.27199,13.26905,17.53233,4.336325,12.91322,12.90101,8.649023,4.311274,2473284.12207031,8487.76632835232
110,Victoria Village,43,18459,103,127,126,75,108,122,114,97,123,584.5962,720.8946,713.9619,420.0975,595.9279,666.339,620.2056,528.5527,666.3416,21,12,21,14,11,15,17,39,34,119.1895,68.11603,118.9937,78.41819,60.69635,81.92692,92.48681,212.5109,212.5109,3,3,1,1,3,1,1,3,5,17.02707,17.02901,5.666365,5.601299,16.55355,5.461795,5.440401,16.34699,16.34699,39,46,22,32,36,59,34,22,38,221.3519,261.1114,124.66,179.2416,198.6426,322.2459,184.9736,119.8779,205.8616,0,0,2,1,0,1,0,0,0,0,0,11,6,0,5.461795,0,0,0,7,15,12,15,13,13,11,9,10,39.72984,67.99638,84.01949,71.73206,71.00333,59.84441,49.04098,54.17411,85.14503,3,0,7,3,1,7,7,3,3,17.02707,0,39.66455,16.8039,5.51785,38.23256,38.0828,16.34699,16.25224,37,38,33,37,43,38,41,64,37,210.0006,215.7007,186.99,207.2481,237.2676,207.5482,223.0564,348.7358,200.4442,5,6,4,5,3,4,5,5,3,28.37845,34.05801,22.66546,28.0065,16.55355,21.84718,27.202,27.24499,16.25224,4755237.68432617,11802.1971329067
111,Banbury-Don Mills,42,30373,60,78,83,107,74,75,80,87,107,217.2575,282.1691,299.3472,378.2656,255.7368,254.522,268.4924,290.2419,352.2866,19,21,7,16,28,43,50,34,56,68.7982,75.9686,25.24615,56.56308,96.76527,145.9259,167.8078,113.4279,113.4279,3,12,5,10,13,2,6,12,8,10.86287,43.41063,18.03296,35.35193,44.92673,6.787253,20.13693,40.03336,40.03336,65,87,57,64,85,81,41,23,47,235.3623,314.7271,205.5758,226.2523,293.7517,274.8838,137.6024,76.73061,154.7427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,24,11,8,13,7,3,20,43.4515,86.55823,38.88712,27.64722,44.11715,23.49309,10.00834,65.84795,104.909,0,0,2,1,0,2,1,2,3,0,0,7.213186,3.535193,0,6.787253,3.356155,6.672227,9.877193,74,41,50,59,64,58,49,41,74,267.9509,148.3196,180.3296,208.5764,221.1778,196.8304,164.4516,136.7807,243.6374,10,14,11,5,8,16,7,8,12,36.20958,50.64573,39.67252,17.67596,27.64722,54.29803,23.49309,26.68891,39.50877,10040970.7180176,18186.1088623619
112,Bridle Path-Sunnybrook-York Mills,41,10411,17,31,20,26,33,45,47,44,36,185.4883,335.3889,214.2016,272.0804,336.6317,448.9674,462.5984,429.4778,345.7881,6,12,11,3,9,11,16,39,59,65.46645,129.828,117.8109,31.39389,91.80863,109.7476,157.4803,380.6735,380.6735,3,6,6,6,3,6,11,1,3,32.73322,64.91399,64.26047,62.78778,30.60288,59.86232,108.2677,9.760859,9.760859,36,36,49,67,53,53,30,19,45,392.7987,389.4839,524.7938,701.1302,540.6508,528.7838,295.2756,185.4563,432.2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,13,8,5,3,21.82215,21.42016,10.46463,10.20096,129.7017,78.74016,48.80429,28.81568,10.819,0,0,0,1,2,3,3,0,1,0,0,0,10.46463,20.40192,29.93116,29.52756,0,9.605226,27,16,12,12,19,25,39,12,27,294.599,173.104,128.5209,125.5756,193.8182,249.4263,383.8583,117.1303,259.3411,8,3,5,5,4,3,6,1,6,87.2886,32.45699,53.55039,52.32315,40.80384,29.93116,59.05512,9.760859,57.63135,8839357.28149414,15670.6962224505
